"","GENN.freq","GNN.SigProp.freq"
"TCP11__n.hexadecanoic.acid",1,0
"TDO2__porphobilinogen",1,0
"TDRD1__X.4238",0,2
"TDRD12__porphobilinogen",1,0
"TEFM__guanine",1,0
"TEK__uracil",2,0
"TEKT3__porphobilinogen",1,0
"TEN1__porphobilinogen",1,0
"TERT__creatinine",1,0
"TESK1__sn.Glycerol.3.phosphate",1,0
"TESPA1__asparagine",1,0
"TESPA1__glyceraldehyde",1,0
"TESPA1__inosine",1,0
"TESPA1__phenylalanine",1,0
"TESPA1__serine",1,0
"TESPA1__tetradecanoic.acid",1,0
"TESPA1__trans.4.hydroxyproline",1,0
"TESPA1__valine",1,0
"TESPA1__xanthine",1,0
"TET2__cysteine",1,0
"TET2__porphobilinogen",1,0
"TEX12__guanine",1,0
"TEX19__gamma.glu.cys",1,0
"TEX36__citric.acid",2,0
"TEX40__inosine",1,0
"TEX9__gamma.glu.cys",1,0
"TFAP2A__cysteine",1,0
"TFAP2A__n.dodecanoate",15,0
"TFDP2__cysteine",1,0
"TFPI__uridine",1,0
"TGFB2__L.alpha.glycerophosphorylcholine",1,0
"TGFB3__Kynurenic.acid",8,0
"TGFBI__porphobilinogen",1,0
"TGFBR2__creatinine",10,0
"TGFBR2__succinate",1,0
"TGIF2__hypoxanthine",2,0
"TGIF2__X.p.Hydroxyphenyl.lactic.acid",8,0
"TGM1__porphobilinogen",1,0
"TGM4__porphobilinogen",6,0
"TGM7__Kynurenic.acid",7,0
"TGM7__X3.hydroxy.3.methylglutarate",2,0
"TH__X.4238",0,1
"THADA__S.adenosyl.l.homocysteine",1,0
"THAP4__X.4238",0,1
"THAP5__porphobilinogen",1,0
"THAP9__porphobilinogen",1,0
"THCAT158__L.alpha.glycerophosphorylcholine",1,0
"THEG5__anthranilic.acid",14,0
"THEG5__asparagine",4,0
"THEG5__beta.alanine",6,0
"THEG5__cholesterol",6,0
"THEG5__citric.acid",9,0
"THEG5__glyceraldehyde",6,0
"THEG5__glycerol",6,0
"THEG5__guanine",7,0
"THEG5__guanosine",2,0
"THEG5__guanosine.5...monophosphate",5,0
"THEG5__histidine",6,0
"THEG5__hypotaurine",2,0
"THEG5__inositol.1.phosphate",2,0
"THEG5__isoleucine",4,0
"THEG5__L.alpha.glycerophosphorylcholine",3,0
"THEG5__leucine",6,0
"THEG5__methionine",11,0
"THEG5__N.5...aminocarbonyl..L.ornithine",15,0
"THEG5__n.hexadecanoic.acid",8,0
"THEG5__ornithine",4,0
"THEG5__phenylalanine",12,0
"THEG5__porphobilinogen",11,0
"THEG5__S..5..adenosyl..L.methionine",1,0
"THEG5__serine",4,0
"THEG5__taurine",5,0
"THEG5__tetradecanoic.acid",5,0
"THEG5__trans.4.hydroxyproline",6,0
"THEG5__tryptophan",1,0
"THEG5__tyramine",3,0
"THEG5__tyrosine",3,0
"THEG5__valine",11,0
"THEG5__X.2.Aminoethyl.phosphonate",1,0
"THEG5__X3.phospho.d.glycerate",4,0
"THEG5__xanthine",6,0
"THEM4__porphobilinogen",1,0
"THEMIS2__X2..deoxyuridine.5..triphosphate",0,1
"THOC1__L.alpha.glycerophosphorylcholine",4,0
"THOC1__sn.Glycerol.3.phosphate",1,0
"THRA__Kynurenic.acid",1,0
"THRB__L.alpha.glycerophosphorylcholine",4,0
"THRB__porphobilinogen",4,0
"THTPA__porphobilinogen",1,0
"THY1__N.5...aminocarbonyl..L.ornithine",1,0
"TIA1__L.alpha.glycerophosphorylcholine",1,0
"TIA1__porphobilinogen",5,0
"TIAM1__gamma.glu.cys",1,0
"TICRR__succinate",1,0
"TIGAR__succinate",1,0
"TIGD2__glucose.6.phosphate",1,0
"TIGD3__L.alpha.glycerophosphorylcholine",1,0
"TIGD3__porphobilinogen",1,0
"TIGD4__gamma.glu.cys",2,0
"TIGD5__n.dodecanoate",3,0
"TIMELESS__porphobilinogen",6,0
"TIMM17A__porphobilinogen",1,0
"TIMP2__gamma.glu.cys",2,0
"TINAG__porphobilinogen",8,0
"TINAGL1__guanine",1,0
"TKT__porphobilinogen",2,0
"TLE4__sn.Glycerol.3.phosphate",4,0
"TLK2__porphobilinogen",3,0
"TLN2__porphobilinogen",1,0
"TLR4__n.dodecanoate",18,0
"TLR9__L.alpha.glycerophosphorylcholine",1,0
"TLX1__guanosine",1,0
"TLX3__Kynurenic.acid",2,0
"TM2D2__L.alpha.glycerophosphorylcholine",2,0
"TM4SF4__cysteine",1,0
"TM7SF2__N.5...aminocarbonyl..L.ornithine",1,0
"TM7SF2__porphobilinogen",10,0
"TM9SF1__valine",1,0
"TMA16__guanine",1,0
"TMBIM6__Kynurenic.acid",1,0
"TMC7__X.p.Hydroxyphenyl.lactic.acid",2,0
"TMCC2__porphobilinogen",1,0
"TMCO1__sn.Glycerol.3.phosphate",5,0
"TMCO2__citric.acid",1,0
"TMCO6__porphobilinogen",3,0
"TMED8__citric.acid",0,1
"TMED8__guanine",1,0
"TMEM100__pyridoxal",12,0
"TMEM107__S.adenosyl.l.homocysteine",1,0
"TMEM11__gamma.glu.cys",2,0
"TMEM114__guanosine",1,0
"TMEM121__X.4238",0,1
"TMEM130__X.4238",0,1
"TMEM131__homogentisate",3,0
"TMEM132A__inosine",1,0
"TMEM132C__gamma.glu.cys",2,0
"TMEM14A__L.alpha.glycerophosphorylcholine",2,0
"TMEM14B__cysteine",4,0
"TMEM151B__n.dodecanoate",15,0
"TMEM155__porphobilinogen",8,0
"TMEM161B__methionine",1,0
"TMEM161B__n.hexadecanoic.acid",1,0
"TMEM161B__tetradecanoic.acid",1,0
"TMEM161B__valine",1,0
"TMEM161B.AS1__gamma.glu.cys",1,0
"TMEM178A__cysteine",1,0
"TMEM184A__guanine",1,0
"TMEM186__porphobilinogen",1,0
"TMEM191A__porphobilinogen",1,0
"TMEM192__cysteine",1,0
"TMEM192__porphobilinogen",1,0
"TMEM196__L.alpha.glycerophosphorylcholine",1,0
"TMEM196__sn.Glycerol.3.phosphate",3,0
"TMEM2__L.alpha.glycerophosphorylcholine",1,0
"TMEM221__oxitryptan",12,0
"TMEM230__guanine",1,0
"TMEM238__guanosine",1,0
"TMEM238__porphobilinogen",1,0
"TMEM242__porphobilinogen",5,0
"TMEM246__porphobilinogen",5,0
"TMEM251__sn.Glycerol.3.phosphate",9,0
"TMEM260__gamma.L.glutamyl.L.glutamine",1,0
"TMEM27__L.alpha.glycerophosphorylcholine",1,0
"TMEM27__porphobilinogen",1,0
"TMEM27__sn.Glycerol.3.phosphate",3,0
"TMEM37__X.p.Hydroxyphenyl.lactic.acid",1,0
"TMEM38A__porphobilinogen",5,0
"TMEM44__X.4238",0,1
"TMEM44.AS1__citric.acid",0,1
"TMEM44.AS1__gamma.glu.cys",2,0
"TMEM47__porphobilinogen",1,0
"TMEM52__porphobilinogen",1,0
"TMEM56__creatinine",4,0
"TMEM62__creatinine",1,0
"TMEM63A__porphobilinogen",1,0
"TMEM74B__X.4238",0,1
"TMEM80__L.alpha.glycerophosphorylcholine",1,0
"TMEM80__sn.Glycerol.3.phosphate",3,0
"TMEM86A__guanosine",1,0
"TMEM87A__succinate",1,0
"TMEM87B__porphobilinogen",10,0
"TMEM8A__pyridoxal",1,0
"TMEM9__creatinine",8,0
"TMF1__porphobilinogen",1,0
"TMOD2__porphobilinogen",1,0
"TMPRSS11D__X.4271",0,2
"TMPRSS11E__L.alpha.glycerophosphorylcholine",2,0
"TMPRSS13__caffeine",1,0
"TMPRSS3__tyrosine",1,0
"TMPRSS5__taurine",1,0
"TMPRSS5__uracil",1,0
"TMSB4Y__X.4238",0,1
"TMTC1__cysteine",1,0
"TMTC3__porphobilinogen",1,0
"TMUB1__L.alpha.glycerophosphorylcholine",1,0
"TMUB2__porphobilinogen",8,0
"TMX1__tyrosine",1,0
"TNFAIP2__porphobilinogen",1,0
"TNFAIP8L1__X.4238",0,1
"TNFRSF19__creatinine",7,0
"TNFRSF21__phenylalanine",1,0
"TNFRSF25__porphobilinogen",15,0
"TNFRSF6B__gamma.glu.cys",2,0
"TNFRSF8__gamma.glu.cys",1,0
"TNFSF14__uracil",1,0
"TNKS__X.4238",0,1
"TNMD__X.3955",0,1
"TNNC1__Spermidine",1,0
"TNNI1__D.ribose",1,0
"TNNI2__sn.Glycerol.3.phosphate",1,0
"TNNT1__DL.cystathionine",1,0
"TNNT1__inosine",1,0
"TNP2__tyrosine",1,0
"TNPO2__guanine",1,0
"TNPO2__porphobilinogen",1,0
"TNRC6B__porphobilinogen",1,0
"TNRC6C.AS1__porphobilinogen",1,0
"TNS2__L.alpha.glycerophosphorylcholine",1,0
"TNS4__cysteine",1,0
"TNXB__X.4238",0,1
"TOB2__porphobilinogen",8,0
"TOP1MT__sn.Glycerol.3.phosphate",1,0
"TOPORS__S.adenosyl.l.homocysteine",1,0
"TOR3A__porphobilinogen",3,0
"TOX2__gamma.glu.cys",2,0
"TP53I13__X.p.Hydroxyphenyl.lactic.acid",4,0
"TPI1__sn.Glycerol.3.phosphate",1,0
"TPK1__uracil",1,0
"TPP1__guanine",0,1
"TPP1__porphobilinogen",5,0
"TPRA1__guanine",1,0
"TPRA1__tyrosine",1,0
"TPRG1L__porphobilinogen",6,0
"TPRKB__creatinine",1,0
"TPRKB__guanosine",1,0
"TPST1__porphobilinogen",1,0
"TPTE2P6__guanine",1,0
"TRA2A__n.dodecanoate",1,0
"TRABD__caffeine",5,0
"TRAF3IP1__porphobilinogen",1,0
"TRAF3IP2__X2..deoxyuridine.5..triphosphate",0,1
"TRAFD1__L.alpha.glycerophosphorylcholine",1,0
"TRAFD1__tyrosine",1,0
"TRANK1__S.adenosyl.l.homocysteine",1,0
"TRANK1__uracil",1,0
"TRANK1__X.p.Hydroxyphenyl.lactic.acid",5,0
"TRAPPC11__phosphoenolpyruvate",1,0
"TRAPPC2__porphobilinogen",1,0
"TRAPPC2B__guanine",1,0
"TRAPPC2L__cysteine",1,0
"TRAPPC6A__guanine",1,0
"TRAPPC8__L.alpha.glycerophosphorylcholine",1,0
"TRBC1__Kynurenic.acid",2,0
"TRDV3__porphobilinogen",1,0
"TREH__porphobilinogen",1,0
"TRG.AS1__citric.acid",0,1
"TRG.AS1__gamma.L.glutamyl.L.glutamine",1,0
"TRIAP1__porphobilinogen",1,0
"TRIM10__tetradecanoic.acid",0,1
"TRIM17__caffeine",1,0
"TRIM21__phenylalanine",1,0
"TRIM21__taurine",1,0
"TRIM21__tyramine",1,0
"TRIM21__valine",1,0
"TRIM29__cysteine",3,0
"TRIM45__guanosine",1,0
"TRIM51__X.3893",0,2
"TRIM58__cysteine",2,0
"TRIM6__inosine",0,1
"TRIM6__Kynurenic.acid",1,0
"TRIM69__inositol.1.phosphate",1,0
"TRIM7__L.alpha.glycerophosphorylcholine",1,0
"TRIO__L.alpha.glycerophosphorylcholine",1,0
"TRIO__porphobilinogen",5,0
"TRIO__sn.Glycerol.3.phosphate",1,0
"TRIP10__succinate",1,0
"TRMT1__fumaric.acid",2,0
"TRMT1__succinate",1,0
"TRMT1L__L.alpha.glycerophosphorylcholine",1,0
"TRMT2B__porphobilinogen",1,0
"TRMT44__anthranilic.acid",1,0
"TRMT44__cholesterol",1,0
"TRMT44__citric.acid",1,0
"TRMT44__glyceraldehyde",1,0
"TRMT44__glycerol",1,0
"TRMT44__guanosine",1,0
"TRMT44__inosine",1,0
"TRMT44__leucine",1,0
"TRMT44__n.hexadecanoic.acid",1,0
"TRMT44__phenylalanine",1,0
"TRMT44__porphobilinogen",7,0
"TRMT44__S..5..adenosyl..L.methionine",1,0
"TRMT44__S.adenosyl.l.homocysteine",1,0
"TRMT44__serine",1,0
"TRMT44__tetradecanoic.acid",1,0
"TRMT44__X.2.Aminoethyl.phosphonate",1,0
"TRMT61B__X.4238",0,1
"TRPM2__tetradecanoic.acid",1,0
"TRPM7__caffeine",4,0
"TRPS1__sn.Glycerol.3.phosphate",2,0
"TRPT1__porphobilinogen",8,0
"TRPV1__cysteine",1,0
"TRPV1__Kynurenic.acid",3,0
"TRPV2__gamma.glu.cys",1,0
"TSACC__X.4238",0,2
"TSC22D1__gamma.glu.cys",2,0
"TSC22D4__porphobilinogen",10,0
"TSEN34__guanine",1,0
"TSN__porphobilinogen",2,0
"TSPAN10__porphobilinogen",1,0
"TSPAN13__succinate",1,0
"TSPAN31__porphobilinogen",1,0
"TSPAN31__X.4238",0,2
"TSPAN7__porphobilinogen",4,0
"TSPAN9__porphobilinogen",1,0
"TSPYL1__X.p.Hydroxyphenyl.lactic.acid",1,0
"TSSC4__porphobilinogen",1,0
"TSTD1__porphobilinogen",1,0
"TSTD1__sn.Glycerol.3.phosphate",19,0
"TTC22__X.4046",0,1
"TTC28__anthranilic.acid",1,0
"TTC28__tyrosine",1,0
"TTC29__gamma.glu.cys",4,0
"TTC33__porphobilinogen",1,0
"TTC8__citric.acid",0,1
"TTC8__gamma.L.glutamyl.L.glutamine",1,0
"TTC9__sn.Glycerol.3.phosphate",1,0
"TTLL7__porphobilinogen",12,0
"TTR__X.4238",0,1
"TTTY15__porphobilinogen",5,0
"TTTY5__X2..deoxyuridine.5..triphosphate",0,1
"TUBA1A__porphobilinogen",1,0
"TUBB6__guanine",1,0
"TUBB7P__porphobilinogen",1,0
"TUBBP5__X5.oxoproline",1,0
"TUBD1__succinate",3,0
"TUBG1__X.4238",0,2
"TUBGCP2__caffeine",1,0
"TUBGCP2__inositol.1.phosphate",1,0
"TUBGCP5__citric.acid",1,0
"TULP4__cysteine",2,0
"TULP4__X.4238",0,1
"TVP23B__L.alpha.glycerophosphorylcholine",2,0
"TWIST2__L.alpha.glycerophosphorylcholine",3,0
"TWSG1__porphobilinogen",1,0
"TXLNGY__guanosine",1,0
"TYMS__porphobilinogen",1,0
"UAP1__cysteine",1,0
"UBAC2__L.alpha.glycerophosphorylcholine",1,0
"UBE2L6__guanosine",1,0
"UBE2M__X2..deoxyuridine.5..triphosphate",0,1
"UBE3C__porphobilinogen",1,0
"UBE3C__uracil",1,0
"UBE3D__L.alpha.glycerophosphorylcholine",2,0
"UBE3D__porphobilinogen",2,0
"UBIAD1__caffeine",1,0
"UBL4A__porphobilinogen",5,0
"UBL5__tetradecanoic.acid",1,0
"UBN1__caffeine",1,0
"UBN1__tyrosine",1,0
"UBQLN1__porphobilinogen",1,0
"UBR1__succinate",1,0
"UBR3__gamma.L.glutamyl.L.glutamine",1,0
"UBR4__porphobilinogen",4,0
"UBR7__succinate",1,0
"UBXN4__porphobilinogen",14,0
"UBXN4__X.p.Hydroxyphenyl.lactic.acid",1,0
"UBXN7.AS1__cysteine",1,0
"UCN2__uridine",1,0
"UFL1__guanine",1,0
"UFSP2__caffeine",1,0
"UGGT1__porphobilinogen",9,0
"UGT2B17__Kynurenic.acid",1,0
"ULBP1__gamma.glu.cys",2,0
"UNC13B__uridine",2,0
"UNC80__porphobilinogen",4,0
"UPF3B__tetradecanoic.acid",1,0
"UPK1B__gamma.glu.cys",1,0
"UPK2__X.4238",0,1
"UQCC3__X.4238",0,1
"URB1.AS1__S.adenosyl.l.homocysteine",1,0
"UROS__gamma.glu.cys",1,0
"USF2__porphobilinogen",1,0
"USP14__porphobilinogen",1,0
"USP18__malic.acid",1,0
"USP19__X2..deoxyuridine.5..triphosphate",0,1
"USP22__porphobilinogen",1,0
"USP35__porphobilinogen",1,0
"USP38__porphobilinogen",1,0
"USP39__porphobilinogen",1,0
"USP40__L.alpha.glycerophosphorylcholine",1,0
"USP43__citric.acid",1,0
"USP44__N.5...aminocarbonyl..L.ornithine",1,0
"USP5__succinate",1,0
"UST__hypoxanthine",5,0
"UST__Kynurenic.acid",2,0
"UST__uracil",1,0
"UTP14A__X.p.Hydroxyphenyl.lactic.acid",1,0
"UTP15__porphobilinogen",1,0
"UTP20__porphobilinogen",15,0
"UTP3__guanosine",1,0
"UTP3__L.alpha.glycerophosphorylcholine",2,0
"VAC14__succinate",1,0
"VAMP1__phenylalanine",1,0
"VARS__sn.Glycerol.3.phosphate",9,0
"VASH1__gamma.glu.cys",3,0
"VBP1__porphobilinogen",9,0
"VCP__L.alpha.glycerophosphorylcholine",1,0
"VCX2__L.alpha.glycerophosphorylcholine",1,0
"VDAC2__citric.acid",1,0
"VEGFA__succinate",1,0
"VEGFB__guanosine",1,0
"VEGFC__porphobilinogen",2,0
"VENTXP1__L.alpha.glycerophosphorylcholine",2,0
"VGLL4__X.4238",0,1
"VHL__caffeine",1,0
"VIM__porphobilinogen",1,0
"VIMP__X.4238",0,1
"VKORC1L1__Spermidine",1,0
"VMO1__porphobilinogen",6,0
"VMP1__S.adenosyl.l.homocysteine",1,0
"VPREB3__L.alpha.glycerophosphorylcholine",2,0
"VPREB3__porphobilinogen",1,0
"VPS11__porphobilinogen",1,0
"VPS28__porphobilinogen",6,0
"VPS33B__X.p.Hydroxyphenyl.lactic.acid",1,0
"VPS37B__X.4271",0,2
"VPS37C__porphobilinogen",2,0
"VPS45__fumaric.acid",3,0
"VPS4B__porphobilinogen",1,0
"VRTN__porphobilinogen",3,0
"VSIG1__succinate",1,0
"VSIG4__porphobilinogen",1,0
"VSTM2A__taurine",1,0
"VSTM4__guanine",1,0
"VWCE__Kynurenic.acid",3,0
"WAPL__porphobilinogen",1,0
"WBSCR17__porphobilinogen",1,0
"WDFY4__porphobilinogen",6,0
"WDR18__sn.Glycerol.3.phosphate",3,0
"WDR19__porphobilinogen",5,0
"WDR35__creatinine",3,0
"WDR35__tyrosine",1,0
"WDR37__porphobilinogen",13,0
"WDR4__sn.Glycerol.3.phosphate",6,0
"WDR41__beta.alanine",1,0
"WDR41__cholesterol",1,0
"WDR41__citric.acid",1,0
"WDR41__glyceraldehyde",1,0
"WDR41__guanine",1,0
"WDR41__guanosine",1,0
"WDR41__inosine",1,0
"WDR41__leucine",1,0
"WDR41__methionine",1,0
"WDR41__N.5...aminocarbonyl..L.ornithine",1,0
"WDR41__n.hexadecanoic.acid",1,0
"WDR41__phenylalanine",1,0
"WDR41__porphobilinogen",4,0
"WDR41__serine",1,0
"WDR41__taurine",1,0
"WDR41__tetradecanoic.acid",1,0
"WDR41__trans.4.hydroxyproline",1,0
"WDR41__tyramine",1,0
"WDR41__valine",1,0
"WDR41__X.2.Aminoethyl.phosphonate",1,0
"WDR46__X5.oxoproline",1,0
"WDR47__oxitryptan",1,0
"WDR5B__L.alpha.glycerophosphorylcholine",1,0
"WDR72__porphobilinogen",15,0
"WDR73__porphobilinogen",1,0
"WDR78__S.adenosyl.l.homocysteine",1,0
"WDTC1__porphobilinogen",13,0
"WIF1__caffeine",2,0
"WIF1__porphobilinogen",16,0
"WIPI2__beta.alanine",1,0
"WIPI2__cholesterol",1,0
"WIPI2__citric.acid",1,0
"WIPI2__glyceraldehyde",1,0
"WIPI2__methionine",1,0
"WIPI2__n.hexadecanoic.acid",1,0
"WIPI2__phenylalanine",1,0
"WIPI2__quinolinic.acid",1,0
"WIPI2__tetradecanoic.acid",1,0
"WIPI2__trans.4.hydroxyproline",1,0
"WIPI2__tyramine",1,0
"WIPI2__valine",1,0
"WIPI2__xanthine",1,0
"WISP2__guanosine",1,0
"WLS__L.alpha.glycerophosphorylcholine",1,0
"WNT5A__creatinine",8,0
"WRN__X.4238",0,1
"WRNIP1__X.p.Hydroxyphenyl.lactic.acid",1,0
"WWC3__cysteine",1,0
"WWC3__gamma.glu.cys",1,0
"WWC3__Kynurenic.acid",1,0
"WWP2__caffeine",21,0
"WWP2__X.3178...possible.NH3.adduct.of.isobar.42",0,1
"XG__porphobilinogen",1,0
"XPNPEP2__alpha.D.ribose.5.phosphate",1,0
"XPO6__caffeine",1,0
"XPO6__tyrosine",1,0
"XRN2__L.alpha.glycerophosphorylcholine",1,0
"XRN2__tyrosine",1,0
"YBX1__phosphoenolpyruvate",1,0
"YDJC__guanine",1,0
"YDJC__porphobilinogen",1,0
"YES1__porphobilinogen",1,0
"YIF1B__guanosine",1,0
"YIF1B__uridine",1,0
"YIPF1__porphobilinogen",3,0
"YIPF5__phenylalanine",1,0
"YJEFN3__porphobilinogen",1,0
"YPEL3__creatinine",10,0
"YPEL5__quinolinic.acid",1,0
"YPEL5__tyrosine",1,0
"YTHDF1__succinate",2,0
"YWHAB__L.alpha.glycerophosphorylcholine",1,0
"YWHAE__sn.Glycerol.3.phosphate",1,0
"YWHAZ__L.alpha.glycerophosphorylcholine",1,0
"ZAK__L.alpha.glycerophosphorylcholine",4,0
"ZBED2__guanine",1,0
"ZBED3__guanine",1,0
"ZBED4__porphobilinogen",4,0
"ZBTB12__X2..deoxyuridine.5..triphosphate",0,1
"ZBTB14__porphobilinogen",1,0
"ZBTB3__L.alpha.glycerophosphorylcholine",3,0
"ZBTB34__inosine",1,0
"ZBTB37__porphobilinogen",2,0
"ZBTB40__porphobilinogen",3,0
"ZBTB41__guanine",1,0
"ZBTB42__porphobilinogen",1,0
"ZBTB49__porphobilinogen",4,0
"ZBTB5__porphobilinogen",1,0
"ZBTB8A__guanine",1,0
"ZC3H6__porphobilinogen",15,0
"ZCCHC11__porphobilinogen",4,0
"ZCCHC12__porphobilinogen",1,0
"ZCCHC17__succinate",2,0
"ZCCHC18__sn.Glycerol.3.phosphate",9,0
"ZCCHC7__porphobilinogen",1,0
"ZCRB1__tyrosine",1,0
"ZDHHC11__porphobilinogen",1,0
"ZDHHC19__uracil",2,0
"ZDHHC2__cysteine",2,0
"ZDHHC7__tyrosine",1,0
"ZDHHC8__X2..deoxyuridine.5..triphosphate",0,1
"ZFAND1__porphobilinogen",1,0
"ZFAND4__porphobilinogen",1,0
"ZFP3__porphobilinogen",1,0
"ZFP42__X.p.Hydroxyphenyl.lactic.acid",4,0
"ZFP91__sn.Glycerol.3.phosphate",3,0
"ZFYVE1__porphobilinogen",7,0
"ZFYVE26__porphobilinogen",1,0
"ZFYVE26__tyrosine",1,0
"ZFYVE28__porphobilinogen",9,0
"ZGRF1__uracil",1,0
"ZIC2__uracil",1,0
"ZIC2__X5.oxoproline",1,0
"ZKSCAN4__Kynurenic.acid",1,0
"ZKSCAN7__porphobilinogen",1,0
"ZKSCAN7__X.p.Hydroxyphenyl.lactic.acid",1,0
"ZMYM2__X2..deoxyuridine.5..triphosphate",0,1
"ZMYM3__succinate",1,0
"ZMYM6__porphobilinogen",2,0
"ZNF100__Kynurenic.acid",1,0
"ZNF107__L.alpha.glycerophosphorylcholine",2,0
"ZNF136__gamma.glu.cys",1,0
"ZNF136__Kynurenic.acid",1,0
"ZNF140__gamma.glu.cys",4,0
"ZNF140__Kynurenic.acid",3,0
"ZNF141__cysteine",1,0
"ZNF141__Kynurenic.acid",1,0
"ZNF142__caffeine",1,0
"ZNF146__uridine",3,0
"ZNF148__guanine",1,0
"ZNF165__porphobilinogen",3,0
"ZNF184__porphobilinogen",7,0
"ZNF189__gamma.glu.cys",2,0
"ZNF189__Kynurenic.acid",1,0
"ZNF202__citric.acid",1,0
"ZNF211__tetradecanoic.acid",1,0
"ZNF221__gamma.glu.cys",1,0
"ZNF233__gamma.glu.cys",1,0
"ZNF234__gamma.glu.cys",2,0
"ZNF236__X.4238",0,1
"ZNF24__creatinine",5,0
"ZNF256__porphobilinogen",1,0
"ZNF26__guanosine",1,0
"ZNF264__hypoxanthine",27,0
"ZNF268__cysteine",1,0
"ZNF277__porphobilinogen",2,0
"ZNF284__gamma.glu.cys",2,0
"ZNF300P1__porphobilinogen",1,0
"ZNF311__porphobilinogen",7,0
"ZNF316__L.alpha.glycerophosphorylcholine",2,0
"ZNF326__succinate",3,0
"ZNF334__guanosine",1,0
"ZNF334__sn.Glycerol.3.phosphate",7,0
"ZNF33A__sn.Glycerol.3.phosphate",1,0
"ZNF34__porphobilinogen",1,0
"ZNF347__X5.oxoproline",1,0
"ZNF350__X2..deoxyuridine.5..triphosphate",0,1
"ZNF398__X.4238",0,1
"ZNF41__Spermidine",2,0
"ZNF415__porphobilinogen",1,0
"ZNF416__gamma.glu.cys",2,0
"ZNF432__gamma.glu.cys",1,0
"ZNF436.AS1__malic.acid",1,0
"ZNF440__cysteine",2,0
"ZNF462__X.4238",0,1
"ZNF470__Kynurenic.acid",1,0
"ZNF471__gamma.glu.cys",2,0
"ZNF497__L.alpha.glycerophosphorylcholine",1,0
"ZNF497__porphobilinogen",1,0
"ZNF500__porphobilinogen",3,0
"ZNF507__cysteine",1,0
"ZNF512__n.dodecanoate",4,0
"ZNF516__creatinine",1,0
"ZNF518B__X.4238",0,1
"ZNF529__caffeine",1,0
"ZNF544__porphobilinogen",4,0
"ZNF549__tetradecanoic.acid",1,0
"ZNF550__gamma.glu.cys",1,0
"ZNF554__cysteine",2,0
"ZNF556__sn.Glycerol.3.phosphate",1,0
"ZNF566__X.4271",0,1
"ZNF570__tetradecanoic.acid",1,0
"ZNF571__cysteine",1,0
"ZNF573__gamma.glu.cys",1,0
"ZNF574__Spermidine",1,0
"ZNF577__X.3955",0,2
"ZNF581__Spermidine",2,0
"ZNF585A__gamma.glu.cys",1,0
"ZNF585B__porphobilinogen",7,0
"ZNF586__hypoxanthine",1,0
"ZNF608__porphobilinogen",1,0
"ZNF615__cysteine",3,0
"ZNF622__guanine",0,1
"ZNF641__guanine",1,0
"ZNF644__porphobilinogen",2,0
"ZNF658__caffeine",2,0
"ZNF658__malic.acid",1,0
"ZNF671__guanine",1,0
"ZNF672__porphobilinogen",7,0
"ZNF674__L.alpha.glycerophosphorylcholine",2,0
"ZNF674.AS1__tetradecanoic.acid",1,0
"ZNF683__gamma.glu.cys",1,0
"ZNF701__X2..deoxyuridine.5..triphosphate",0,2
"ZNF704__porphobilinogen",4,0
"ZNF710__caffeine",1,0
"ZNF717__citric.acid",0,1
"ZNF717__N.5...aminocarbonyl..L.ornithine",1,0
"ZNF738__sn.Glycerol.3.phosphate",4,0
"ZNF764__guanine",1,0
"ZNF790.AS1__gamma.glu.cys",1,0
"ZNF804A__methionine",1,0
"ZNF804A__pantothenic.acid",1,0
"ZNF804A__phenylalanine",1,0
"ZNF804A__valine",1,0
"ZNF804A__xanthine",1,0
"ZNF818P__porphobilinogen",1,0
"ZNF821__porphobilinogen",1,0
"ZNF850__cysteine",1,0
"ZNF853__Kynurenic.acid",4,0
"ZNF865__L.alpha.glycerophosphorylcholine",1,0
"ZNF865__sn.Glycerol.3.phosphate",6,0
"ZNHIT1__porphobilinogen",1,0
"ZNRD1.AS1__succinate",1,0
"ZP1__X2..deoxyuridine.5..triphosphate",0,1
"ZRSR2__hypoxanthine",2,0
"ZSCAN16__porphobilinogen",12,0
"ZSCAN30__tetradecanoic.acid",1,0
"ZSCAN32__porphobilinogen",1,0
"ZSCAN9__tetradecanoic.acid",1,0
"ZSWIM5__guanine",1,0
"ZWINT__inosine",1,0
"ZYX__gamma.glu.cys",1,0
